X,Y,ID,CD_GEOCODI,TIPO,NM_BAIRRO,NM_SUBDIST,NM_MUNICIP,SC_indices,SC_indic_1,SC_indic_2,SC_indic_3,SC_indic_4,SC_indic_5,icon_url
-53.4341849347573,-25.9784229964502,"3772","410100215000004",RURAL,,,AMPÉRE,AMPÉRE,"18.970189701897","0.0518265429788291","405.344173441734","0.0865465304456918","0.267906992037412",
-53.4622707542748,-25.9811464290912,"3773","410100215000005",RURAL,,,AMPÉRE,AMPÉRE,"19.7183098591549","0","369.30985915493","0.0576732465617837","0.352354406278224",
-53.1328517224236,-24.6475220442973,"3774","410105105000001",URBANO,,,ANAHY,ANAHY,"14.7707979626486","0.349689033933463","594.867572156197","0.238406306385138","0.48533780961292",
-53.1382065626963,-24.6471857324313,"3775","410105105000002",URBANO,,,ANAHY,ANAHY,"17.1366594360087","0.181878685324557","442.577006507592","0.116380153762518","0.410000126705169",
-53.1662621848712,-24.6374392286021,"3776","410105105000003",RURAL,,,ANAHY,ANAHY,"13.3333333333333","0.451648275112435","490.010526315789","0.154387300842782","0.373056245521313",
-53.1108716443631,-24.6118433426399,"3777","410105105000004",RURAL,,,ANAHY,ANAHY,"27.5167785234899","0","398.120805369128","0.0807586485035423","0.256639508546743",
-53.1330599000062,-24.6759797082661,"3778","410105105000005",RURAL,,,ANAHY,ANAHY,"17.2413793103448","0.174450913742617","370.586206896552","0.0586959481563007","0.29192144436477",
-53.16403322098,-24.6687390046432,"3779","410105105000006",RURAL,,,ANAHY,ANAHY,"15.8227848101266","0.275071698305377","483.949367088608","0.149530664203631","0.373630699288447",
-53.1309253335864,-24.6425143163729,"3780","410105105000007",URBANO,,,ANAHY,ANAHY,"13.4003350083752","0.446895852127082","407.551088777219","0.0883148697148129","0.413904141273134",
-53.135903888528,-24.6510048967937,"3781","410105105000008",URBANO,,,ANAHY,ANAHY,"14.6726862302483","0.356648090582425","378.171557562077","0.0647738765825645","0.411258264913181",
-51.4252365055476,-23.4310693809719,"3782","410150705000071",URBANO,,,ARAPONGAS,ARAPONGAS,"15.6964656964657","0.284031502054704","460.06237006237","0.130390684439255","0.371513900545951",
-51.4311066546495,-23.4290452208567,"3784","410150705000073",URBANO,,,ARAPONGAS,ARAPONGAS,"7.30411686586985","0.879300074947801","457.75166002656","0.128539177392213","0.375611918066665",
-51.4290697214052,-23.4333938721945,"3785","410150705000074",URBANO,,,ARAPONGAS,ARAPONGAS,"8.46303501945525","0.797098111074511","479.120622568093","0.145661526852106","0.39790840771563",
-51.4299457295368,-23.453752432263,"3787","410150705000076",URBANO,,,ARAPONGAS,ARAPONGAS,"7.34463276836158","0.876426285506661","352.862994350282","0.0444948357635318","0.375490555726274",
-51.5927180809673,-24.3508174047173,"3793","410185305000005",RURAL,,,ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ,"23.5849056603774","0","337.669811320755","0.0323209649574939","0.288816366879999",
-51.6015843834176,-24.3407411784656,"3794","410185305000006",RURAL,,,ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ,"19.0082644628099","0.0491259034976342","352.314049586777","0.0440549817436348","0.27049010296102",
-51.6367461750746,-24.3438096455275,"3795","410185305000007",RURAL,,,ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ,"16.3636363636364","0.236709144638512","347.906060606061","0.0405229839877079","0.338375039839383",
-51.5327386535341,-24.3536301699534,"3796","410185305000008",RURAL,,,ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ,"15.7407407407407","0.280891077013707","276.564814814815","0","0.336944716874683",
-51.4728552466355,-24.3519311963093,"3797","410185305000009",RURAL,,,ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ,"21.4285714285714","0","345.857142857143","0.0388812437467692","0.241411361362461",
-51.4895079538286,-24.4025189332759,"3798","410185305000010",RURAL,,,ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ,"19.5121951219512","0.0133821456582902","449.861788617886","0.122217245048031","0.282137256744656",
-51.55938889875,-24.4236417400361,"3799","410185305000011",RURAL,,,ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ,"18.9655172413793","0.0521579601971098","367.913793103448","0.0565546180482985","0.257321308417038",
-50.8416285737919,-23.3727345007089,"3800","410190305000001",URBANO,,,ASSAÍ,ASSAÍ,"17.8571428571429","0.130774858904936","436.370535714286","0.111407083047032","0.38919248374604",
-50.8402376138014,-23.3760149223044,"3801","410190305000002",URBANO,,,ASSAÍ,ASSAÍ,"17.4289245982695","0.161148342775986","636.740420271941","0.271957843429825","0.427486228218749",
-50.839694681912,-23.3814085306091,"3802","410190305000003",URBANO,,,ASSAÍ,ASSAÍ,"13.2492113564669","0.457615039617704","400.066246056782","0.0823174754818187","0.434264037653546",
-52.0058030845762,-24.0315556635307,"3804","410250505000005",URBANO,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"13.4724857685009","0.44177820498441","356.605313092979","0.047493450655491","0.452100973053219",
-52.0120167896445,-24.0380542594887,"3805","410250505000006",URBANO,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"14.3790849673203","0.37747320263516","347.456736035049","0.040162952829863","0.423590014273697",
-52.0103008511119,-24.032120997599,"3806","410250505000007",URBANO,,,BARBOSA FERRAZ,BARBOSA FERRAZ,"18.978102189781","0.0512653109011573","556.830443159923","0.207928223330831","0.443998147641414",
